id,name,registrationrule,state_id,display_name,created,modified,guid,type
256,VolunteerEnergy,1,,VolunteerEnergy,2014-12-29 11:23:15.634488-05,2014-12-29 11:26:46.202015-05,76f3406a-157d-47f2-9b35438d9b8688d0,2
27,APG&E,1,,APG&E,2014-12-11 17:53:52.121789-05,2014-12-23 12:51:29.669104-05,3f4c9450-eb54-4f0d-b224-9ac220b9d224,2
24,Bollinger Energy,1,,Bollinger Energy,2014-12-11 17:53:52.112996-05,2014-12-23 12:51:29.730458-05,3fa56699-c8e4-4d6c-a0b9-4bcd1e089b23,2
39,Cincinnati Bell Energy LLC,1,,Cincinnati Bell Energy LLC,2014-12-11 17:53:52.167281-05,2014-12-23 12:51:29.799016-05,676f4e85-0742-411f-bcab-1a8950167f97,2
40,"Cirro Group, Inc.",1,,"Cirro Group, Inc.",2014-12-11 17:53:52.17018-05,2014-12-23 12:51:29.806496-05,783ca75e-f5e0-439d-99b5-aee2285d168a,2
23,Clear Energy,1,,Clear Energy,2014-12-11 17:53:52.109794-05,2014-12-23 12:51:29.810199-05,049aa87e-d429-4073-86f5-d5e838c8aa31,2
41,CMS Energy Resource Management,1,,CMS Energy Resource Management,2014-12-11 17:53:52.172995-05,2014-12-23 12:51:29.845489-05,ef1a844b-9f0c-4ff4-9478-3dcf27c0de1c,2
5,Columbia Gas of Virginia,5,46,Columbia Gas of Virginia,,2014-12-23 12:51:29.85295-05,38682178-3e96-4914-898b-2a2418584ea9,1
251,ConEd Solutions,1,,"",2014-12-29 11:20:12.337619-05,2014-12-29 11:20:12.337663-05,821ca61b-5ab4-479d-afd738c787a0ecbe,2
124,COMELEC,1,,COMELEC,2014-12-11 17:53:52.431185-05,2014-12-29 11:24:00.652214-05,54d2b1b5-798b-4e58-a92cbcabd416b409,1
252,Duquesne Light,1,,82b63779-c280-44f5-afb0-6b71f5dcbda5,2014-12-29 11:20:42.516054-05,2014-12-29 11:25:15.28774-05,a95f7cd0-6931-47fb-89293e4c82c61054,1
87,"Linde Energy Services, Inc.",1,,"Linde Energy Services, Inc.",2014-12-11 17:53:52.305134-05,2014-12-29 11:26:21.495955-05,da2a7498-bc77-46cf-8018bf54e10933d,2
253,High Rise Energy Group,1,,High Rise Energy Group,2014-12-29 11:21:28.742032-05,2014-12-29 11:25:30.268169-05,57497496-3f55-478d-96a059cd7fbf98ce,2
193,APNA Energy,1,,APNA Energy,2014-12-11 17:53:52.638023-05,2014-12-23 12:51:29.676637-05,3a5c7742-54c0-41f7-850c-b9fb1fb6d4dd,2
176,3 Phases Renewables,1,,3 Phases Renewables,2014-12-11 17:53:52.590038-05,2014-12-23 12:51:29.542857-05,b6e38858-d699-477f-bc78-3fd5d28942a8,2
177,4Change Energy Company,1,,4Change Energy Company,2014-12-11 17:53:52.592814-05,2014-12-23 12:51:29.54782-05,9e829217-3680-4c6d-82f2-942ee87e49ea,2
178,"Accent Energy Holdings, LLC",1,,"Accent Energy Holdings, LLC",2014-12-11 17:53:52.595623-05,2014-12-23 12:51:29.551948-05,a6a49091-6cf8-4c60-a07c-934ca2740303,2
179,"Advantage Energy, Inc",1,,"Advantage Energy, Inc",2014-12-11 17:53:52.59863-05,2014-12-23 12:51:29.555853-05,a2d2497f-a918-4792-bc12-f63f13137f53,2
132,AECO,1,,AECO,2014-12-11 17:53:52.45324-05,2014-12-23 12:51:29.583285-05,b858ff52-6c6f-4306-ade4-3b7e7ea7aa24,1
105,AEP,1,,AEP,2014-12-11 17:53:52.361931-05,2014-12-23 12:51:29.587415-05,92d687e5-87ca-4208-9b51-8cd6022d7371,2
180,"Agway Energy Services, LLC",1,,"Agway Energy Services, LLC",2014-12-11 17:53:52.601534-05,2014-12-23 12:51:29.591414-05,a4d517b9-2dfb-4892-8bc1-391c460effee,2
181,Allegheny Energy Supply Co LLC,1,,Allegheny Energy Supply Co LLC,2014-12-11 17:53:52.604349-05,2014-12-23 12:51:29.59543-05,2240ad76-bc13-45b9-b27f-bf8b73c2f99c,2
182,"Alliance Power Company, LLC.",1,,"Alliance Power Company, LLC.",2014-12-11 17:53:52.60717-05,2014-12-23 12:51:29.599628-05,2cea9312-1a5b-4722-98eb-c47e437037c5,2
107,Ambit Energy,1,,Ambit Energy,2014-12-11 17:53:52.36756-05,2014-12-23 12:51:29.603583-05,40e8ed32-e7ef-40e6-b1b3-818c2c5cc477,2
118,Ameren,1,,Ameren,2014-12-11 17:53:52.414413-05,2014-12-23 12:51:29.607368-05,3e97a797-d11c-47ae-a8b4-ea299d431465,1
183,Ameren Energy Marketing,1,,Ameren Energy Marketing,2014-12-11 17:53:52.609983-05,2014-12-23 12:51:29.611224-05,c611f4cf-631a-42e7-91e6-18e555c40416,2
246,American Power & Gas of PA,1,,American Power & Gas of PA,2014-12-11 17:53:52.786863-05,2014-12-23 12:51:29.615054-05,95e2364a-749c-4548-89b5-cb06bcb88942,2
185,American PowerNet,1,,American PowerNet,2014-12-11 17:53:52.615582-05,2014-12-23 12:51:29.618989-05,456d7f7b-7c38-46db-ac2e-6d58d40ff959,2
184,American Power Partners LLC,1,,American Power Partners LLC,2014-12-11 17:53:52.612773-05,2014-12-23 12:51:29.62272-05,e5dc5af3-e1e3-4707-b118-72903e3ec35f,2
186,"Amerigreen Energy, LLC",1,,"Amerigreen Energy, LLC",2014-12-11 17:53:52.61839-05,2014-12-23 12:51:29.650264-05,da6916e5-7404-4b87-af4d-80600274476f,2
187,AmeriPower LLC,1,,AmeriPower LLC,2014-12-11 17:53:52.621228-05,2014-12-23 12:51:29.654018-05,1279a03c-0480-47bb-b97d-89a103989675,2
188,Amigo Energy,1,,Amigo Energy,2014-12-11 17:53:52.624056-05,2014-12-23 12:51:29.657753-05,f4761a11-abae-44ea-bc7f-390c6add9a5e,2
189,Andeler Power,1,,Andeler Power,2014-12-11 17:53:52.626886-05,2014-12-23 12:51:29.661516-05,8863e361-e642-4bdd-bf5e-dc1f6e6bd6a2,2
190,Anthracite Power & Light,1,,Anthracite Power & Light,2014-12-11 17:53:52.629643-05,2014-12-23 12:51:29.665388-05,27499e32-afbe-4adc-81c0-6140f8a8c9de,2
191,AP Holdings LLC,1,,AP Holdings LLC,2014-12-11 17:53:52.632429-05,2014-12-23 12:51:29.672908-05,f0a39173-4a30-4e99-a2ab-e0d7ac7ac9bb,2
192,"APN Starfirst, L.P.",1,,"APN Starfirst, L.P.",2014-12-11 17:53:52.635214-05,2014-12-23 12:51:29.680338-05,582c10bb-9e9b-4994-948c-b73f9af3fdcc,2
128,APS,1,,APS,2014-12-11 17:53:52.442251-05,2014-12-23 12:51:29.68405-05,bd43f95a-a4be-4bcb-9eac-1d7331b0ac6d,1
194,"Backyard Farms Energy, LLC",1,,"Backyard Farms Energy, LLC",2014-12-11 17:53:52.640766-05,2014-12-23 12:51:29.711637-05,24f80430-cab2-466e-ab62-466e34e4084c,2
122,BECO,1,,BECO,2014-12-11 17:53:52.425615-05,2014-12-23 12:51:29.71541-05,97d3e93a-9ed1-4d31-8219-c97b3c07ccd5,1
3,BGE,3,20,BGE,,2014-12-23 12:51:29.719108-05,d02549c1-b835-494f-8ecf-c137081ad0bd,1
195,BluCo Energy LLC,1,,BluCo Energy LLC,2014-12-11 17:53:52.643576-05,2014-12-23 12:51:29.722837-05,33e86f6d-af20-4b80-86d4-0f32623d46cd,2
196,"Bluerock Energy, Inc.",1,,"Bluerock Energy, Inc.",2014-12-11 17:53:52.646339-05,2014-12-23 12:51:29.726633-05,9e9b5969-858b-4897-bddc-160ceca35f95,2
197,"Bounce Energy, Inc.",1,,"Bounce Energy, Inc.",2014-12-11 17:53:52.649145-05,2014-12-23 12:51:29.734266-05,8c19d81b-4c97-439c-8c03-9ff567269ce2,2
198,BP Energy Company,1,,BP Energy Company,2014-12-11 17:53:52.651986-05,2014-12-23 12:51:29.738004-05,3f765caa-c86e-488b-a6f5-73aa730fe2fe,2
199,"Brilliant Energy, LLC",1,,"Brilliant Energy, LLC",2014-12-11 17:53:52.654796-05,2014-12-23 12:51:29.74171-05,de8e2cfe-5613-4346-a765-16e5dd98a088,2
200,Calpine Power America LLC,1,,Calpine Power America LLC,2014-12-11 17:53:52.657592-05,2014-12-23 12:51:29.745478-05,1335b931-55eb-417f-8e54-2c362fce6461,2
167,CCES,1,,CCES,2014-12-11 17:53:52.564275-05,2014-12-23 12:51:29.749255-05,b97a132d-4f6c-413a-a72c-c1980e226bbe,2
201,"CECG Maine, LLC",1,,"CECG Maine, LLC",2014-12-11 17:53:52.66039-05,2014-12-23 12:51:29.75305-05,49bd02be-bb6f-47f5-8c86-0e742432bde3,2
123,CELCO,1,,CELCO,2014-12-11 17:53:52.428416-05,2014-12-23 12:51:29.780465-05,87e63db1-6ce4-4268-8310-2f1fd2d3725b,1
134,CENHUD,1,,CENHUD,2014-12-11 17:53:52.458824-05,2014-12-23 12:51:29.784174-05,56cea439-d4e3-44ec-a099-7fcfc921b07f,1
112,CenterPoint Energy,1,,CenterPoint Energy,2014-12-11 17:53:52.387036-05,2014-12-23 12:51:29.787975-05,1bb6948e-45b1-41e3-acf7-fd9482e88bc6,1
140,CGE,1,,CGE,2014-12-11 17:53:52.476166-05,2014-12-23 12:51:29.791671-05,c9367b80-3bcd-4479-821d-7919806acf9a,1
101,Champion Energy Services,1,,Champion Energy Services,2014-12-11 17:53:52.345249-05,2014-12-23 12:51:29.79535-05,75fa84b4-a58d-42f3-b75d-3577cb899dd3,2
119,CIPS,1,,CIPS,2014-12-11 17:53:52.417186-05,2014-12-23 12:51:29.802708-05,b3bd1053-532b-4f46-8793-f55bd31a0d15,1
115,CLP,1,,CLP,2014-12-11 17:53:52.406051-05,2014-12-23 12:51:29.8139-05,2523a38c-2d1a-4929-8dbf-7a637207e050,1
129,CMP,1,,CMP,2014-12-11 17:53:52.444992-05,2014-12-23 12:51:29.841716-05,5a8ed6f0-e9b8-4564-bfd9-948bc12b2300,1
153,CNP,1,,CNP,2014-12-11 17:53:52.514006-05,2014-12-23 12:51:29.849269-05,1389fe5a-3f0b-4a35-a79b-a85fec43c0dc,1
42,"Columbia Utilities Power, LLC",1,,"Columbia Utilities Power, LLC",2014-12-11 17:53:52.175908-05,2014-12-23 12:51:29.85661-05,10f56786-94b3-4397-8773-28804811ed32,2
121,COMED,1,,COMED,2014-12-11 17:53:52.422834-05,2014-12-23 12:51:29.860635-05,bcba339b-6045-4dd6-bae7-859246bf8692,1
81,"HOP Energy, LLC",1,,"HOP Energy, LLC",2014-12-11 17:53:52.287984-05,2014-12-23 12:51:30.246674-05,75a02917-2293-487e-9ff3-723a6bdbb2a9,2
43,"Commerce Energy, Inc.",1,,"Commerce Energy, Inc.",2014-12-11 17:53:52.178837-05,2014-12-23 12:51:29.86812-05,cb06bb8b-692a-4765-be98-61f2c00f9eec,2
44,"Competitive Energy Services, L",1,,"Competitive Energy Services, L",2014-12-11 17:53:52.181703-05,2014-12-23 12:51:29.872079-05,cb4046f7-90a4-447a-ab19-7515c0322d6b,2
45,ConocoPhillips Company,1,,ConocoPhillips Company,2014-12-11 17:53:52.184646-05,2014-12-23 12:51:29.879729-05,91f09f4a-7d11-41c9-a368-aa586d5d53eb,2
46,Consolidated Edison Sol Inc,1,,Consolidated Edison Sol Inc,2014-12-11 17:53:52.187493-05,2014-12-23 12:51:29.90726-05,83bded29-3885-4d44-a6f0-9217f52b7db0,2
157,Constellation Energy,1,,Constellation Energy,2014-12-11 17:53:52.525244-05,2014-12-23 12:51:29.910956-05,ab5910bb-27ee-4b5a-b087-bc7dd141dd75,2
19,Consumers Energy,1,22,Consumers Energy,2014-12-08 13:21:09.554176-05,2014-12-23 12:51:29.9146-05,4f6e4377-0220-4858-bfc5-e1babb94054e,1
154,CPL,1,,CPL,2014-12-11 17:53:52.516788-05,2014-12-23 12:51:29.918279-05,09c894c9-c545-4ab9-9eb8-7f295860a5df,1
47,"CPL Retail Energy, LP",1,,"CPL Retail Energy, LP",2014-12-11 17:53:52.19035-05,2014-12-23 12:51:29.922017-05,9ad7cc5f-0c49-4710-b47f-54a8fe476d05,2
30,Crius Energy,1,,Crius Energy,2014-12-11 17:53:52.141629-05,2014-12-23 12:51:29.925669-05,9a1b937a-e3b6-4b36-927b-643fbb729543,2
142,CS,1,,CS,2014-12-11 17:53:52.482591-05,2014-12-23 12:51:29.929318-05,a637c168-a05e-4a2e-a7d6-4a6a23b2a574,1
117,DELM,1,,DELM,2014-12-11 17:53:52.411635-05,2014-12-23 12:51:29.933147-05,a28837fd-c23b-4856-a218-e45d9df0f1c1,1
10,Delmarva,1,20,Delmarva,,2014-12-23 12:51:29.937173-05,7503c026-cc0c-4fad-b848-f122257162fd,1
144,DEOK,1,,DEOK,2014-12-11 17:53:52.488192-05,2014-12-23 12:51:29.94094-05,99ab594f-275d-4bb6-932b-7d3fcc68f241,1
48,"Devonshire Energy, LLC",1,,"Devonshire Energy, LLC",2014-12-11 17:53:52.193252-05,2014-12-23 12:51:29.969249-05,84010145-caab-4f49-ae34-fdd9453285c8,2
114,Direct Energy,1,,Direct Energy,2014-12-11 17:53:52.392609-05,2014-12-23 12:51:29.973091-05,e2830d1f-a59f-49d5-b445-35ccc9ddf036,2
49,Discount Power,1,,Discount Power,2014-12-11 17:53:52.19608-05,2014-12-23 12:51:29.976821-05,20e1f99f-06a3-4386-bbc1-72ac301193b0,2
50,Dominion Retail Inc,1,,Dominion Retail Inc,2014-12-11 17:53:52.198908-05,2014-12-23 12:51:29.980667-05,8be5e3ef-f596-47a0-bfd4-f636be29cf83,2
51,dPi Energy LLC,1,,dPi Energy LLC,2014-12-11 17:53:52.201717-05,2014-12-23 12:51:29.984672-05,071118ed-26ef-4d50-8aad-8ce5a0afc201,2
141,DPL,1,,DPL,2014-12-11 17:53:52.479742-05,2014-12-23 12:51:29.988416-05,79cb0f7b-746b-427d-a08f-cda5e1ae6627,1
52,DPL Energy Resources,1,,DPL Energy Resources,2014-12-11 17:53:52.204524-05,2014-12-23 12:51:29.992186-05,e7fb0dbc-f738-41dc-86ea-708e0941b7b7,2
20,DTE Energy,1,22,DTE Energy,2014-12-08 13:21:31.599512-05,2014-12-23 12:51:29.995978-05,40164969-f52d-4610-b46f-6d728af02115,1
53,"Duke Energy Retail Sales, LLC",1,,"Duke Energy Retail Sales, LLC",2014-12-11 17:53:52.207348-05,2014-12-23 12:51:29.999721-05,b94bbfae-9d36-4187-9c2b-96a0180e794d,2
147,DUQ,1,,DUQ,2014-12-11 17:53:52.496525-05,2014-12-23 12:51:30.031601-05,96bf396d-96b9-4d36-a093-8dd8f52185ab,1
54,"Duquesne Light Energy, LLC",1,,"Duquesne Light Energy, LLC",2014-12-11 17:53:52.210265-05,2014-12-23 12:51:30.077334-05,8eaa90b3-9385-497a-bbbc-9993031afb05,2
55,EDF Industrial Power Services,1,,EDF Industrial Power Services,2014-12-11 17:53:52.213064-05,2014-12-23 12:51:30.081217-05,66370f61-cd7c-4ae7-9b27-72341afd7d08,2
56,"Electricity Maine, LLC",1,,"Electricity Maine, LLC",2014-12-11 17:53:52.215897-05,2014-12-23 12:51:30.084925-05,5e50129e-7339-457c-8390-bc9bbd76707a,2
58,Empire Natural Gas Corporation,1,,Empire Natural Gas Corporation,2014-12-11 17:53:52.221616-05,2014-12-23 12:51:30.088662-05,104f3424-ae9c-4bc0-aa29-44474d5a3e8a,2
59,Energetix,1,,Energetix,2014-12-11 17:53:52.224416-05,2014-12-23 12:51:30.092342-05,924821f6-6e02-4caf-8baf-4dae3187c519,2
60,"Energy Coop of New York, Inc",1,,"Energy Coop of New York, Inc",2014-12-11 17:53:52.227692-05,2014-12-23 12:51:30.096067-05,783a95a0-b29f-4beb-b0ed-9436df353837,2
62,"EnergyMark, LLC",1,,"EnergyMark, LLC",2014-12-11 17:53:52.233677-05,2014-12-23 12:51:30.099785-05,4d847432-3f98-421e-8ba3-9e5c45b7ddb6,2
109,energy.me,1,,energy.me,2014-12-11 17:53:52.373129-05,2014-12-23 12:51:30.103532-05,4e1bc935-b43a-44ab-97dd-f06e2860267a,2
100,Energy Plus,1,,Energy Plus,2014-12-11 17:53:52.342424-05,2014-12-23 12:51:30.107212-05,9a520406-44c8-41a9-a273-1a82610e1a2f,2
61,"Energy Services Providers, Inc",1,,"Energy Services Providers, Inc",2014-12-11 17:53:52.230733-05,2014-12-23 12:51:30.110956-05,a44460e0-7f4b-47a9-ade7-b0e337a9a0e5,2
57,ENH Power,1,,ENH Power,2014-12-11 17:53:52.218785-05,2014-12-23 12:51:30.114688-05,b48c6a57-5bcc-4f7b-a11a-35da8f9842e9,2
63,"E-Now, LP",1,,"E-Now, LP",2014-12-11 17:53:52.236588-05,2014-12-23 12:51:30.118395-05,ac273148-e799-43a0-9937-1084b992bac0,2
64,"Entergy Solutions, Ltd",1,,"Entergy Solutions, Ltd",2014-12-11 17:53:52.23952-05,2014-12-23 12:51:30.122261-05,d8650dbd-a0ae-4cf5-9f08-3cf810c6248e,2
65,En-Touch Energy,1,,En-Touch Energy,2014-12-11 17:53:52.242334-05,2014-12-23 12:51:30.126022-05,3f617457-c776-4a18-be6c-429d60dd6718,2
66,Entrust Energy,1,,Entrust Energy,2014-12-11 17:53:52.245156-05,2014-12-23 12:51:30.129773-05,af1fc3ef-4d73-42c5-8c83-09c89df614fe,2
67,Epcot Electric,1,,Epcot Electric,2014-12-11 17:53:52.24808-05,2014-12-23 12:51:30.133509-05,f7c7c8ac-07c8-4beb-9d84-6afd5dd0dcf8,2
68,"Everything Energy, LLC",1,,"Everything Energy, LLC",2014-12-11 17:53:52.250958-05,2014-12-23 12:51:30.137392-05,f6c99258-2bec-4e04-acad-00f69868e34b,2
69,FairPoint Energy LLC,1,,FairPoint Energy LLC,2014-12-11 17:53:52.253747-05,2014-12-23 12:51:30.14133-05,c0f3bf35-dafa-441a-abe3-8142e289eedf,2
145,FE_OH,1,,FE_OH,2014-12-11 17:53:52.490954-05,2014-12-23 12:51:30.145142-05,c4a18ba3-a2ac-4881-b34e-8ce0777c3590,1
125,FGE,1,,FGE,2014-12-11 17:53:52.433977-05,2014-12-23 12:51:30.149004-05,867d9d8f-8db0-4850-bc8a-f860e2bb5391,1
70,First Choice Power,1,,First Choice Power,2014-12-11 17:53:52.256782-05,2014-12-23 12:51:30.15274-05,22e1b779-b706-439b-88cb-c7d3efc211f0,2
71,First Energy Solutions Corp.,1,,First Energy Solutions Corp.,2014-12-11 17:53:52.259711-05,2014-12-23 12:51:30.156552-05,91591d30-0756-4692-9d31-94c57e645170,2
72,Freedom Energy,1,,Freedom Energy,2014-12-11 17:53:52.26255-05,2014-12-23 12:51:30.163481-05,25eb29e7-e2da-4a3e-b738-e68f13d2f3b4,2
73,"Frontier Utilities, Inc.",1,,"Frontier Utilities, Inc.",2014-12-11 17:53:52.26533-05,2014-12-23 12:51:30.167274-05,4508aeec-ec1f-47a5-9c07-ed308b62c013,2
168,FTR Energy Services,1,,FTR Energy Services,2014-12-11 17:53:52.567372-05,2014-12-23 12:51:30.17125-05,a0f488ad-4b2f-4bf0-b3e8-2dde6f2cdbcb,2
104,Gateway,1,,Gateway,2014-12-11 17:53:52.358997-05,2014-12-23 12:51:30.175276-05,b38eac8b-a642-4dac-9ed9-37b5b736f1bd,2
37,GDF Suez,1,,GDF Suez,2014-12-11 17:53:52.161557-05,2014-12-23 12:51:30.180281-05,3e5fbb8f-6b16-41d7-b2d1-f6f902ac23c2,2
74,General Power & Light,1,,General Power & Light,2014-12-11 17:53:52.268151-05,2014-12-23 12:51:30.184253-05,20926765-8f12-43ec-ba25-723e37360798,2
75,GEXA Corp.,1,,GEXA Corp.,2014-12-11 17:53:52.270958-05,2014-12-23 12:51:30.188404-05,76a28922-75ae-4bbe-ab94-0bbef3bef4c3,2
76,Glacial Energy Holdings,1,,Glacial Energy Holdings,2014-12-11 17:53:52.273724-05,2014-12-23 12:51:30.192792-05,a33763cb-bb6d-4e38-8ab0-88dc867d0b07,2
33,Global Energy Services,1,,Global Energy Services,2014-12-11 17:53:52.150208-05,2014-12-23 12:51:30.196889-05,44731f83-a708-4cf7-ba66-a03c20cd329b,2
77,Green Mountain Energy Company,1,,Green Mountain Energy Company,2014-12-11 17:53:52.276506-05,2014-12-23 12:51:30.22586-05,89046807-c40b-41a7-9f25-6d8b70bdc176,2
78,Harvard Dedicated Energy Limit,1,,Harvard Dedicated Energy Limit,2014-12-11 17:53:52.279366-05,2014-12-23 12:51:30.230158-05,8538b4ea-8516-4bfa-990b-8abcbf09c447,2
161,Hess,1,,Hess,2014-12-11 17:53:52.536872-05,2014-12-23 12:51:30.234513-05,52a1028e-63c8-4306-b5a1-2d61bb15f90e,2
79,Hino Electric Holding Company,1,,Hino Electric Holding Company,2014-12-11 17:53:52.282328-05,2014-12-23 12:51:30.238679-05,9e2127aa-6d77-4e2b-a408-9761baf2bb55,2
80,Hinson Power Company LLC,1,,Hinson Power Company LLC,2014-12-11 17:53:52.285149-05,2014-12-23 12:51:30.242648-05,a7c844f8-1050-4c8a-a46b-f500cdcc601e,2
172,Horizon Power & Light,1,,Horizon Power & Light,2014-12-11 17:53:52.578555-05,2014-12-23 12:51:30.250658-05,fe2e83a0-c449-4892-8204-0dc5ccd3ddee,2
99,Hudson Energy Services,1,,Hudson Energy Services,2014-12-11 17:53:52.339626-05,2014-12-23 12:51:30.25463-05,f20ed009-e22f-4f8f-a71a-754c353114d6,2
82,"IDT Energy, Inc.",1,,"IDT Energy, Inc.",2014-12-11 17:53:52.290836-05,2014-12-23 12:51:30.258702-05,f9509b09-0017-4f25-bab0-a12ad045cc2d,2
36,IGS Energy,1,,IGS Energy,2014-12-11 17:53:52.15873-05,2014-12-23 12:51:30.262707-05,39b6a05e-4d7c-4c80-b6ce-18a7d8addb00,2
83,Independence Energy Group LLC,1,,Independence Energy Group LLC,2014-12-11 17:53:52.293706-05,2014-12-23 12:51:30.266681-05,14bda6d7-ec84-4655-a553-8353c9ad8ec5,2
